chr	block	start	end	block_length	n_haplotypes	n_clusters	max_cluster_size	singleton_count	dominance	shannon_entropy
chr1	chr1_12407567-12527631	12407567	12527631	120064	5096	97	3809	48	0.747449	1.80429
chr1	chr1_12527631-12543232	12527631	12543232	15601	5096	35	1661	13	0.325942	2.25671
chr1	chr1_12543232-12589320	12543232	12589320	46088	5096	325	1975	217	0.387559	3.70011
chr1	chr1_12589320-12609748	12589320	12609748	20428	5096	142	2698	89	0.529435	2.51756
chr1	chr1_12609748-12615956	12609748	12615956	6208	5096	3	2965	0	0.581829	1.13785
chr1	chr1_12615956-12627807	12615956	12627807	11851	5096	248	1063	122	0.208595	4.3961
chr1	chr1_12627807-12710318	12627807	12710318	82511	5096	2593	266	1996	0.0521978	10.2157
chr1	chr1_12710318-12717928	12710318	12717928	7610	5096	14	3314	4	0.650314	1.4587
chr1	chr1_12717928-12769849	12717928	12769849	51921	5096	270	3310	153	0.649529	2.8441
chr1	chr1_12769849-12807124	12769849	12807124	37275	5096	29	2561	12	0.502551	1.60292
chr1	chr1_12807124-13376677	12807124	13376677	569553	5096	1106	2756	1080	0.540816	3.86458
chr1	chr1_13376677-13417181	13376677	13417181	40504	5096	99	3409	65	0.668956	1.9108
chr1	chr1_13417181-13446109	13417181	13446109	28928	5096	598	751	353	0.14737	6.00645
chr1	chr1_13446109-13481690	13446109	13481690	35581	5096	446	1599	294	0.313776	4.49792
chr1	chr1_13481690-13493080	13481690	13493080	11390	5096	5	3647	0	0.715659	1.16111
chr1	chr1_13493080-13516186	13493080	13516186	23106	5096	1318	591	890	0.115973	7.79716
chr1	chr1_13516186-13542578	13516186	13542578	26392	5096	275	1505	154	0.29533	4.32302
chr1	chr1_13542578-13569479	13542578	13569479	26901	5096	324	2032	195	0.398744	3.72533
chr1	chr1_13569479-13578723	13569479	13578723	9244	5096	6	3338	1	0.655024	0.968758
chr1	chr1_13578723-13604664	13578723	13604664	25941	5096	619	1539	406	0.302002	5.46139
chr1	chr1_13604664-13621842	13604664	13621842	17178	5096	37	2005	27	0.393446	1.69346
chr1	chr1_13621842-13630519	13621842	13630519	8677	5096	193	1585	92	0.311028	3.55754
chr1	chr1_13630519-13803003	13630519	13803003	172484	5096	306	2942	233	0.577316	2.65707
chr1	chr1_13803003-13832260	13803003	13832260	29257	5096	70	3967	44	0.778454	1.39645
chr1	chr1_13832260-13844386	13832260	13844386	12126	5096	47	2642	23	0.518446	1.93572
chr1	chr1_13844386-13877514	13844386	13877514	33128	5096	254	2285	157	0.448391	3.21814
chr1	chr1_13877514-13913797	13877514	13913797	36283	5096	436	3745	311	0.73489	2.5728
chr1	chr1_13913797-13954956	13913797	13954956	41159	5096	36	3039	17	0.59635	1.96956
chr1	chr1_13954956-13975307	13954956	13975307	20351	5096	184	2745	106	0.538658	2.71809
chr1	chr1_13975307-14026700	13975307	14026700	51393	5096	9	4181	1	0.820447	0.915196
chr1	chr1_14026700-14066132	14026700	14066132	39432	5096	160	2102	101	0.41248	3.1807
chr1	chr1_14066132-14114856	14066132	14114856	48724	5096	106	2606	59	0.511381	2.57274
chr1	chr1_14114856-14139590	14114856	14139590	24734	5096	81	3288	54	0.645212	1.4022
chr1	chr1_14139590-14181195	14139590	14181195	41605	5096	237	2409	150	0.472724	3.08336
chr1	chr1_14181195-14262226	14181195	14262226	81031	5096	389	3951	250	0.775314	2.41077
chr1	chr1_14262226-14299469	14262226	14299469	37243	5096	102	2816	58	0.55259	2.43672
chr1	chr1_14299469-14325023	14299469	14325023	25554	5096	251	1103	142	0.216444	4.71462
chr1	chr1_14325023-14364916	14325023	14364916	39893	5096	72	3103	41	0.608909	1.89197
chr1	chr1_14364916-14380313	14364916	14380313	15397	5096	231	2390	127	0.468995	3.17377
chr1	chr1_14380313-14393794	14380313	14393794	13481	5096	8	2169	2	0.425628	2.12637
chr1	chr1_14393794-14406664	14393794	14406664	12870	5096	35	3286	17	0.644819	1.71418
chr1	chr1_14406664-14466753	14406664	14466753	60089	5096	396	2160	263	0.423862	3.45809
chr1	chr1_14466753-14551306	14466753	14551306	84553	5096	576	2181	445	0.427983	4.10643
chr1	chr1_144920682-145711946	144920682	145711946	791264	5096	2262	2398	2120	0.470565	6.66087
chr1	chr1_14551306-14603075	14551306	14603075	51769	5096	810	1119	563	0.219584	5.64038
chr1	chr1_145711946-145879427	145711946	145879427	167481	5096	687	2119	531	0.415816	4.14463
chr1	chr1_145879427-145997002	145879427	145997002	117575	5096	448	2148	326	0.421507	3.75182
chr1	chr1_145997002-146052270	145997002	146052270	55268	5096	152	4144	81	0.813187	1.60544
chr1	chr1_14603075-14668759	14603075	14668759	65684	5096	301	2307	194	0.452708	3.51362
chr1	chr1_146052270-146349801	146052270	146349801	297531	5096	121	3451	74	0.677198	1.88924
chr1	chr1_146349801-147061959	146349801	147061959	712158	5096	2562	761	2543	0.149333	8.1229
chr1	chr1_14668759-14733452	14668759	14733452	64693	5096	450	1425	304	0.279631	4.1702
chr1	chr1_147061959-147238135	147061959	147238135	176176	5096	581	1418	437	0.278257	4.19228
chr1	chr1_147238135-147437645	147238135	147437645	199510	5096	6	4190	1	0.822214	0.830546
chr1	chr1_14733452-14773226	14733452	14773226	39774	5096	211	2154	153	0.422684	2.72873
chr1	chr1_147437645-147528010	147437645	147528010	90365	5096	3	2806	1	0.550628	0.995065
chr1	chr1_147528010-147604909	147528010	147604909	76899	5096	706	2834	531	0.556122	3.98538
chr1	chr1_147604909-147692188	147604909	147692188	87279	5096	302	1989	191	0.390306	2.9228
chr1	chr1_147692188-147895411	147692188	147895411	203223	5096	2195	345	1806	0.0677002	8.79322
chr1	chr1_14773226-14801973	14773226	14801973	28747	5096	401	1538	252	0.301805	4.27956
chr1	chr1_147895411-148353326	147895411	148353326	457915	5096	2359	613	2297	0.12029	7.98785
chr1	chr1_14801973-14827510	14801973	14827510	25537	5096	308	1392	170	0.273155	4.0806
chr1	chr1_14827510-14855657	14827510	14855657	28147	5096	149	4008	96	0.786499	1.66571
chr1	chr1_148353326-149244435	148353326	149244435	891109	5096	3045	949	2959	0.186224	9.05082
chr1	chr1_14855657-14866420	14855657	14866420	10763	5096	259	2542	147	0.498823	3.73878
chr1	chr1_14866420-14888678	14866420	14888678	22258	5096	81	3995	50	0.783948	1.49309
chr1	chr1_14888678-14946249	14888678	14946249	57571	5096	779	1586	555	0.311224	4.81639
chr1	chr1_149244435-149643815	149244435	149643815	399380	5096	123	3830	78	0.75157	1.67222
chr1	chr1_14946249-14985000	14946249	14985000	38751	5096	257	2015	172	0.395408	3.67938
chr1	chr1_149643815-149754082	149643815	149754082	110267	5096	831	1304	596	0.255887	6.12891
chr1	chr1_149754082-149843756	149754082	149843756	89674	5096	558	2596	381	0.509419	4.17606
chr1	chr1_149843756-149909986	149843756	149909986	66230	5096	40	3099	17	0.608124	2.06548
chr1	chr1_14985000-15021926	14985000	15021926	36926	5096	957	1562	706	0.306515	5.45509
chr1	chr1_149909986-150026821	149909986	150026821	116835	5096	114	4892	86	0.959969	0.467478
chr1	chr1_150026821-150186607	150026821	150186607	159786	5096	3	3797	0	0.745094	1.07257
chr1	chr1_150186607-150240354	150186607	150240354	53747	5096	224	4637	148	0.909929	1.07649
chr1	chr1_15021926-15046542	15021926	15046542	24616	5096	271	1345	183	0.263932	3.69294
chr1	chr1_150240354-150554818	150240354	150554818	314464	5096	40	3821	33	0.749804	1.30337
chr1	chr1_15046542-15099573	15046542	15099573	53031	5096	818	2212	658	0.434066	4.47847
chr1	chr1_150554818-150642490	150554818	150642490	87672	5096	267	2071	168	0.406397	3.04291
chr1	chr1_150642490-150977206	150642490	150977206	334716	5096	909	2639	882	0.517857	3.32519
chr1	chr1_150977206-151026938	150977206	151026938	49732	5096	613	827	360	0.162284	6.12562
chr1	chr1_15099573-15123295	15099573	15123295	23722	5096	802	1795	582	0.352237	4.66294
chr1	chr1_151026938-151163379	151026938	151163379	136441	5096	515	3967	410	0.778454	2.32383
chr1	chr1_151163379-151341942	151163379	151341942	178563	5096	3	3136	1	0.615385	0.963666
chr1	chr1_15123295-15180914	15123295	15180914	57619	5096	125	3469	76	0.68073	1.94338
chr1	chr1_151341942-151481687	151341942	151481687	139745	5096	15	3394	12	0.666013	0.973224
chr1	chr1_151481687-151528279	151481687	151528279	46592	5096	68	3233	40	0.634419	1.68507
chr1	chr1_151528279-151565890	151528279	151565890	37611	5096	19	2350	11	0.461146	1.78945
chr1	chr1_151565890-151756280	151565890	151756280	190390	5096	1081	2809	904	0.551217	4.27908
chr1	chr1_151756280-151812518	151756280	151812518	56238	5096	266	2417	172	0.474294	3.08634
chr1	chr1_15180914-15211362	15180914	15211362	30448	5096	91	2629	49	0.515895	2.48333
chr1	chr1_151812518-151859764	151812518	151859764	47246	5096	21	5017	14	0.984498	0.163442
chr1	chr1_151859764-152022772	151859764	152022772	163008	5096	63	4724	43	0.927002	0.586815
chr1	chr1_152022772-152169611	152022772	152169611	146839	5096	325	1583	211	0.310636	3.78599
chr1	chr1_15211362-15244771	15211362	15244771	33409	5096	319	3213	222	0.630495	2.89204
chr1	chr1_152169611-152346526	152169611	152346526	176915	5096	4	3492	0	0.685243	0.919353
chr1	chr1_152346526-152429219	152346526	152429219	82693	5096	19	2900	9	0.569074	1.74639
chr1	chr1_152429219-152481297	152429219	152481297	52078	5096	227	2101	122	0.412284	3.57626
chr1	chr1_15244771-15293528	15244771	15293528	48757	5096	611	3514	420	0.68956	3.23458
chr1	chr1_152481297-152564308	152481297	152564308	83011	5096	5	2362	0	0.463501	1.80274
chr1	chr1_152564308-152706657	152564308	152706657	142349	5096	54	2826	30	0.554553	1.95043
chr1	chr1_152706657-152806050	152706657	152806050	99393	5096	573	941	399	0.184655	5.04594
chr1	chr1_152806050-152918092	152806050	152918092	112042	5096	406	1613	294	0.316523	3.39791
chr1	chr1_152918092-153088759	152918092	153088759	170667	5096	997	2233	891	0.438187	3.99816
chr1	chr1_15293528-15322535	15293528	15322535	29007	5096	48	2453	18	0.481358	2.49845
chr1	chr1_153088759-153170805	153088759	153170805	82046	5096	296	1913	184	0.375392	3.58956
chr1	chr1_153170805-153195389	153170805	153195389	24584	5096	142	719	59	0.141091	4.28841
chr1	chr1_153195389-153207167	153195389	153207167	11778	5096	8	2255	2	0.442504	1.81402
chr1	chr1_153207167-153242812	153207167	153242812	35645	5096	93	3311	51	0.649725	1.93509
chr1	chr1_15322535-15360068	15322535	15360068	37533	5096	113	2935	75	0.575942	2.03253
chr1	chr1_153242812-153296708	153242812	153296708	53896	5096	163	1591	98	0.312206	3.06515
chr1	chr1_153296708-153356595	153296708	153356595	59887	5096	538	2975	355	0.583791	3.53029
chr1	chr1_153356595-153432332	153356595	153432332	75737	5096	366	3575	238	0.701531	2.57138
chr1	chr1_153432332-153493087	153432332	153493087	60755	5096	154	3965	93	0.778061	1.71643
chr1	chr1_153493087-153549476	153493087	153549476	56389	5096	273	835	175	0.163854	4.11677
chr1	chr1_153549476-153604530	153549476	153604530	55054	5096	321	3562	191	0.69898	2.8075
chr1	chr1_15360068-15419366	15360068	15419366	59298	5096	533	2730	371	0.535714	3.80723
chr1	chr1_153604530-153697023	153604530	153697023	92493	5096	347	3012	252	0.591052	2.25513
chr1	chr1_153697023-153780603	153697023	153780603	83580	5096	442	2798	277	0.549058	3.62554
chr1	chr1_153780603-153986884	153780603	153986884	206281	5096	25	2154	16	0.422684	1.64997
chr1	chr1_153986884-154144396	153986884	154144396	157512	5096	120	3433	95	0.673666	1.48578
chr1	chr1_154144396-154307499	154144396	154307499	163103	5096	341	1703	265	0.334184	3.2118
chr1	chr1_15419366-15470313	15419366	15470313	50947	5096	771	1783	501	0.349882	5.38356
chr1	chr1_154307499-154421820	154307499	154421820	114321	5096	431	2738	344	0.537284	3.09535
chr1	chr1_154421820-154465420	154421820	154465420	43600	5096	85	2230	44	0.437598	2.01271
chr1	chr1_154465420-154572764	154465420	154572764	107344	5096	4	2955	0	0.579867	1.4019
chr1	chr1_154572764-154680517	154572764	154680517	107753	5096	209	2895	153	0.568093	2.05657
chr1	chr1_154680517-154727227	154680517	154727227	46710	5096	154	4246	113	0.833203	1.37808
chr1	chr1_15470313-15742120	15470313	15742120	271807	5096	655	2218	617	0.435243	3.37817
chr1	chr1_154727227-154738446	154727227	154738446	11219	5096	10	4669	6	0.916209	0.439866
chr1	chr1_154738446-154780432	154738446	154780432	41986	5096	413	3366	293	0.660518	2.63428
chr1	chr1_154780432-154795358	154780432	154795358	14926	5096	85	1121	43	0.219976	3.21366
chr1	chr1_154795358-154814660	154795358	154814660	19302	5096	96	2375	44	0.466052	2.46676
chr1	chr1_154814660-154829845	154814660	154829845	15185	5096	262	1198	151	0.235086	3.85611
chr1	chr1_154829845-154857743	154829845	154857743	27898	5096	83	3145	51	0.617151	2.0353
chr1	chr1_154857743-155007875	154857743	155007875	150132	5096	328	2375	230	0.466052	2.73149
chr1	chr1_155007875-155056777	155007875	155056777	48902	5096	3	2598	0	0.509812	1.13852
chr1	chr1_155056777-155134074	155056777	155134074	77297	5096	116	2874	69	0.563972	2.0836
chr1	chr1_155134074-155171824	155134074	155171824	37750	5096	4	2596	1	0.509419	1.09661
chr1	chr1_155171824-155701887	155171824	155701887	530063	5096	2113	1732	2001	0.339874	6.69422
chr1	chr1_155701887-155870164	155701887	155870164	168277	5096	3	4404	0	0.864207	0.70677
chr1	chr1_155870164-156000217	155870164	156000217	130053	5096	802	3329	556	0.653257	3.91567
chr1	chr1_156000217-156049284	156000217	156049284	49067	5096	3	3094	0	0.607143	0.974789
chr1	chr1_156049284-156113677	156049284	156113677	64393	5096	152	2368	87	0.464678	2.50202
chr1	chr1_156113677-156146697	156113677	156146697	33020	5096	104	3778	58	0.741366	1.81266
chr1	chr1_156146697-156186303	156146697	156186303	39606	5096	320	2173	183	0.426413	3.75734
chr1	chr1_156186303-156236927	156186303	156236927	50624	5096	9	3153	3	0.618721	1.55482
chr1	chr1_156236927-156366342	156236927	156366342	129415	5096	348	2789	248	0.547292	2.64385
chr1	chr1_156366342-156385768	156366342	156385768	19426	5096	28	2066	12	0.405416	2.20007
chr1	chr1_156385768-156425952	156385768	156425952	40184	5096	6	2560	0	0.502355	1.80972
chr1	chr1_156425952-156508385	156425952	156508385	82433	5096	219	2410	134	0.47292	2.80915
chr1	chr1_156508385-156581300	156508385	156581300	72915	5096	86	2093	60	0.410714	1.88852
chr1	chr1_156581300-156644035	156581300	156644035	62735	5096	353	3574	219	0.701334	2.65807
chr1	chr1_156644035-156675791	156644035	156675791	31756	5096	163	2499	98	0.490385	2.73692
chr1	chr1_156675791-156693486	156675791	156693486	17695	5096	216	2157	111	0.423273	3.30686
chr1	chr1_156693486-156713524	156693486	156713524	20038	5096	132	3878	73	0.760989	1.73676
chr1	chr1_156713524-156808319	156713524	156808319	94795	5096	291	2557	205	0.501766	2.6454
chr1	chr1_156808319-156845318	156808319	156845318	36999	5096	292	3058	183	0.600078	2.96979
chr1	chr1_156845318-156867624	156845318	156867624	22306	5096	355	3709	211	0.727826	2.71581
chr1	chr1_156867624-156913701	156867624	156913701	46077	5096	293	3572	212	0.700942	2.00524
chr1	chr1_156913701-157096955	156913701	157096955	183254	5096	882	2864	851	0.562009	3.29986
chr1	chr1_157096955-157184395	157096955	157184395	87440	5096	145	2415	107	0.473901	1.79124
chr1	chr1_157184395-157232664	157184395	157232664	48269	5096	117	2062	80	0.404631	2.27836
chr1	chr1_157232664-157288452	157232664	157288452	55788	5096	26	1711	8	0.335754	2.41806
chr1	chr1_157288452-157361252	157288452	157361252	72800	5096	949	1545	732	0.303179	5.14458
chr1	chr1_157361252-157427399	157361252	157427399	66147	5096	532	1223	377	0.239992	4.34724
chr1	chr1_15742120-15799466	15742120	15799466	57346	5096	360	1098	247	0.215463	4.20542
chr1	chr1_157427399-157489588	157427399	157489588	62189	5096	5	3943	0	0.773744	0.825588
chr1	chr1_157489588-157508733	157489588	157508733	19145	5096	207	2266	135	0.444662	2.80475
chr1	chr1_157508733-157570833	157508733	157570833	62100	5096	66	3387	44	0.664639	1.67208
chr1	chr1_157570833-157703838	157570833	157703838	133005	5096	757	1443	509	0.283163	5.2488
chr1	chr1_157703838-157847087	157703838	157847087	143249	5096	236	1905	147	0.373823	3.45932
chr1	chr1_157847087-157921935	157847087	157921935	74848	5096	17	3103	8	0.608909	1.72465
chr1	chr1_157921935-158006953	157921935	158006953	85018	5096	656	2621	475	0.514325	3.83176
chr1	chr1_15799466-16040454	15799466	16040454	240988	5096	1626	1205	1460	0.23646	6.45418
chr1	chr1_158006953-158050376	158006953	158050376	43423	5096	3	3203	1	0.628532	0.954212
chr1	chr1_158050376-158082077	158050376	158082077	31701	5096	228	2032	150	0.398744	2.87128
chr1	chr1_158082077-158111421	158082077	158111421	29344	5096	26	2308	12	0.452904	1.81793
chr1	chr1_158111421-158177156	158111421	158177156	65735	5096	75	3108	48	0.60989	1.62817
chr1	chr1_158177156-158258602	158177156	158258602	81446	5096	3	2908	0	0.570644	0.992
chr1	chr1_158258602-158395907	158258602	158395907	137305	5096	542	1543	399	0.302786	4.43095
chr1	chr1_1583825-1958353	1583825	1958353	374528	5096	1131	1645	1115	0.322802	4.42781
chr1	chr1_158395907-158410638	158395907	158410638	14731	5096	29	2626	7	0.515306	2.43454
chr1	chr1_158410638-158579474	158410638	158579474	168836	5096	187	2064	151	0.405024	2.4347
chr1	chr1_158579474-158649201	158579474	158649201	69727	5096	73	2101	38	0.412284	2.783
chr1	chr1_158649201-158731630	158649201	158731630	82429	5096	424	2154	276	0.422684	3.903
chr1	chr1_158731630-158756123	158731630	158756123	24493	5096	10	2621	1	0.514325	1.63527
chr1	chr1_158756123-158774300	158756123	158774300	18177	5096	161	1692	86	0.332025	3.18196
chr1	chr1_158774300-158860900	158774300	158860900	86600	5096	499	957	366	0.187794	4.2656
chr1	chr1_158860900-158933462	158860900	158933462	72562	5096	3	3965	0	0.778061	0.792151
chr1	chr1_158933462-158973102	158933462	158973102	39640	5096	7	4659	1	0.914246	0.478011
chr1	chr1_158973102-159009401	158973102	159009401	36299	5096	5	4103	1	0.805141	0.918221
chr1	chr1_159009401-159114490	159009401	159114490	105089	5096	451	3574	339	0.701334	2.53324
chr1	chr1_159114490-159131733	159114490	159131733	17243	5096	5	2931	0	0.575157	1.49849
chr1	chr1_159131733-159162067	159131733	159162067	30334	5096	92	3858	64	0.757064	1.50926
chr1	chr1_159162067-159200326	159162067	159200326	38259	5096	324	1050	190	0.206044	4.51098
chr1	chr1_159200326-159310204	159200326	159310204	109878	5096	109	3050	80	0.598509	1.94367
chr1	chr1_159310204-159492591	159310204	159492591	182387	5096	57	3059	36	0.600275	1.86562
chr1	chr1_159492591-159612564	159492591	159612564	119973	5096	323	2845	210	0.558281	2.84809
chr1	chr1_159612564-159671239	159612564	159671239	58675	5096	345	1270	190	0.249215	4.52358
chr1	chr1_159671239-159764828	159671239	159764828	93589	5096	193	2125	129	0.416994	2.66362
chr1	chr1_159764828-159783393	159764828	159783393	18565	5096	24	2507	12	0.491954	1.31257
chr1	chr1_159783393-159791643	159783393	159791643	8250	5096	6	1913	0	0.375392	1.92333
chr1	chr1_159791643-159828713	159791643	159828713	37070	5096	359	3600	223	0.706436	2.78802
chr1	chr1_159828713-159849427	159828713	159849427	20714	5096	65	3046	43	0.597724	1.72196
chr1	chr1_159849427-159913686	159849427	159913686	64259	5096	69	4390	40	0.86146	0.934389
chr1	chr1_159913686-159943258	159913686	159943258	29572	5096	791	863	482	0.169349	6.59979
chr1	chr1_159943258-159983525	159943258	159983525	40267	5096	373	2547	222	0.499804	3.63317
